"","ObservedDate","County","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"2068","8/11/2021","Burlington","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,1
"2069","8/11/2021","Camden","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,1
"2070","8/11/2021","Essex","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,2
"2071","8/11/2021","Hudson","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,1
"2072","8/11/2021","Middlesex","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,5
"2073","8/11/2021","Morris","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,1
"2074","8/11/2021","Somerset","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,3
"2075","8/11/2021","Union","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,2
"2076","8/11/2021","Warren","NJ",2021,223,"7/18/2021","7/17/2018",24,1121,1
"2077","10/17/2017","Berks","PA",2017,290,"11/7/2017","9/22/2014",-21,1121,1
"2078","10/17/2017","Chester","PA",2017,290,"11/7/2017","9/22/2014",-21,1121,1
"2079","8/12/2021","Burlington","NJ",2021,224,"7/18/2021","7/17/2018",25,1122,2
"2080","8/12/2021","Gloucester","NJ",2021,224,"7/18/2021","7/17/2018",25,1122,1
"2081","8/12/2021","Middlesex","NJ",2021,224,"7/18/2021","7/17/2018",25,1122,4
"2082","8/12/2021","Morris","NJ",2021,224,"7/18/2021","7/17/2018",25,1122,2
"2083","8/12/2021","Ocean","NJ",2021,224,"7/18/2021","7/17/2018",25,1122,1
"2084","8/12/2021","Union","NJ",2021,224,"7/18/2021","7/17/2018",25,1122,5
"2085","8/13/2021","Burlington","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2086","8/13/2021","Essex","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2087","8/13/2021","Gloucester","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2088","8/13/2021","Hudson","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2089","8/13/2021","Hunterdon","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2090","8/13/2021","Mercer","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2091","8/13/2021","Middlesex","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2092","8/13/2021","Monmouth","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,2
"2093","8/13/2021","Morris","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,7
"2094","8/13/2021","Union","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2095","8/13/2021","Warren","NJ",2021,225,"7/18/2021","7/17/2018",26,1123,1
"2096","8/14/2021","Bergen","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,2
"2097","8/14/2021","Essex","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,1
"2098","8/14/2021","Hunterdon","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,2
"2099","8/14/2021","Mercer","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,4
"2100","8/14/2021","Middlesex","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,2
"2101","8/14/2021","Morris","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,3
"2102","8/14/2021","Ocean","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,1
"2103","8/14/2021","Somerset","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,8
"2104","8/14/2021","Sussex","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,2
"2105","8/14/2021","Union","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,1
"2106","8/14/2021","Warren","NJ",2021,226,"7/18/2021","7/17/2018",27,1124,2
"2107","10/20/2017","Montgomery","PA",2017,293,"11/7/2017","9/22/2014",-18,1124,4
"2108","8/15/2021","Essex","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,2
"2109","8/15/2021","Hudson","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,2
"2110","8/15/2021","Hunterdon","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,3
"2111","8/15/2021","Middlesex","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,3
"2112","8/15/2021","Morris","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,5
"2113","8/15/2021","Ocean","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,1
"2114","8/15/2021","Passaic","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,1
"2115","8/15/2021","Somerset","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,3
"2116","8/15/2021","Union","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,1
"2117","8/15/2021","Warren","NJ",2021,227,"7/18/2021","7/17/2018",28,1125,1
"2118","10/21/2017","Chester","PA",2017,294,"11/7/2017","9/22/2014",-17,1125,1
"2119","10/21/2017","Montgomery","PA",2017,294,"11/7/2017","9/22/2014",-17,1125,2
"2120","8/16/2021","Atlantic","NJ",2021,228,"7/18/2021","7/17/2018",29,1126,1
"2121","8/16/2021","Hudson","NJ",2021,228,"7/18/2021","7/17/2018",29,1126,1
"2122","8/16/2021","Mercer","NJ",2021,228,"7/18/2021","7/17/2018",29,1126,1
"2123","8/16/2021","Middlesex","NJ",2021,228,"7/18/2021","7/17/2018",29,1126,4
"2124","8/16/2021","Morris","NJ",2021,228,"7/18/2021","7/17/2018",29,1126,4
"2125","8/16/2021","Somerset","NJ",2021,228,"7/18/2021","7/17/2018",29,1126,5
"2126","8/16/2021","Warren","NJ",2021,228,"7/18/2021","7/17/2018",29,1126,6
"2127","10/22/2017","Montgomery","PA",2017,295,"11/7/2017","9/22/2014",-16,1126,1
"2128","8/17/2021","Hudson","NJ",2021,229,"7/18/2021","7/17/2018",30,1127,2
"2129","8/17/2021","Hunterdon","NJ",2021,229,"7/18/2021","7/17/2018",30,1127,1
"2130","8/17/2021","Middlesex","NJ",2021,229,"7/18/2021","7/17/2018",30,1127,3
"2131","8/17/2021","Monmouth","NJ",2021,229,"7/18/2021","7/17/2018",30,1127,1
"2132","8/17/2021","Morris","NJ",2021,229,"7/18/2021","7/17/2018",30,1127,8
"2133","8/17/2021","Somerset","NJ",2021,229,"7/18/2021","7/17/2018",30,1127,7
"2134","8/17/2021","Union","NJ",2021,229,"7/18/2021","7/17/2018",30,1127,1
"2135","8/18/2021","Bergen","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,1
"2136","8/18/2021","Essex","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,1
"2137","8/18/2021","Hudson","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,1
"2138","8/18/2021","Hunterdon","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,1
"2139","8/18/2021","Mercer","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,1
"2140","8/18/2021","Middlesex","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,5
"2141","8/18/2021","Morris","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,1
"2142","8/18/2021","Somerset","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,6
"2143","8/18/2021","Union","NJ",2021,230,"7/18/2021","7/17/2018",31,1128,2
"2144","10/24/2017","Northampton","PA",2017,297,"11/7/2017","9/22/2014",-14,1128,1
"2145","8/19/2021","Bergen","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,4
"2146","8/19/2021","Burlington","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,1
"2147","8/19/2021","Essex","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,1
"2148","8/19/2021","Hunterdon","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,1
"2149","8/19/2021","Middlesex","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,3
"2150","8/19/2021","Monmouth","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,1
"2151","8/19/2021","Morris","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,3
"2152","8/19/2021","Somerset","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,1
"2153","8/19/2021","Warren","NJ",2021,231,"7/18/2021","7/17/2018",32,1129,1
"2154","8/20/2021","Essex","NJ",2021,232,"7/18/2021","7/17/2018",33,1130,2
"2155","8/20/2021","Hudson","NJ",2021,232,"7/18/2021","7/17/2018",33,1130,1
"2156","8/20/2021","Mercer","NJ",2021,232,"7/18/2021","7/17/2018",33,1130,1
"2157","8/20/2021","Middlesex","NJ",2021,232,"7/18/2021","7/17/2018",33,1130,1
"2158","8/20/2021","Morris","NJ",2021,232,"7/18/2021","7/17/2018",33,1130,3
"2159","8/20/2021","Salem","NJ",2021,232,"7/18/2021","7/17/2018",33,1130,1
"2160","8/20/2021","Somerset","NJ",2021,232,"7/18/2021","7/17/2018",33,1130,2
"2161","8/21/2021","Burlington","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,2
"2162","8/21/2021","Essex","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,3
"2163","8/21/2021","Gloucester","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,1
"2164","8/21/2021","Mercer","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,4
"2165","8/21/2021","Middlesex","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,3
"2166","8/21/2021","Monmouth","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,1
"2167","8/21/2021","Morris","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,6
"2168","8/21/2021","Passaic","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,1
"2169","8/21/2021","Somerset","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,1
"2170","8/21/2021","Union","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,1
"2171","8/21/2021","Warren","NJ",2021,233,"7/18/2021","7/17/2018",34,1131,1
"2172","8/22/2021","Camden","NJ",2021,234,"7/18/2021","7/17/2018",35,1132,1
"2173","8/22/2021","Mercer","NJ",2021,234,"7/18/2021","7/17/2018",35,1132,3
"2174","8/23/2021","Atlantic","NJ",2021,235,"7/18/2021","7/17/2018",36,1133,1
"2175","8/23/2021","Bergen","NJ",2021,235,"7/18/2021","7/17/2018",36,1133,1
"2176","8/23/2021","Essex","NJ",2021,235,"7/18/2021","7/17/2018",36,1133,1
"2177","8/23/2021","Mercer","NJ",2021,235,"7/18/2021","7/17/2018",36,1133,1
"2178","8/23/2021","Middlesex","NJ",2021,235,"7/18/2021","7/17/2018",36,1133,1
"2179","8/23/2021","Somerset","NJ",2021,235,"7/18/2021","7/17/2018",36,1133,1
"2180","8/24/2021","Gloucester","NJ",2021,236,"7/18/2021","7/17/2018",37,1134,1
"2181","8/24/2021","Mercer","NJ",2021,236,"7/18/2021","7/17/2018",37,1134,16
"2182","8/24/2021","Middlesex","NJ",2021,236,"7/18/2021","7/17/2018",37,1134,1
"2183","8/24/2021","Monmouth","NJ",2021,236,"7/18/2021","7/17/2018",37,1134,6
"2184","8/24/2021","Morris","NJ",2021,236,"7/18/2021","7/17/2018",37,1134,3
"2185","8/24/2021","Ocean","NJ",2021,236,"7/18/2021","7/17/2018",37,1134,7
"2186","8/25/2021","Essex","NJ",2021,237,"7/18/2021","7/17/2018",38,1135,2
"2187","8/25/2021","Hunterdon","NJ",2021,237,"7/18/2021","7/17/2018",38,1135,1
"2188","8/25/2021","Mercer","NJ",2021,237,"7/18/2021","7/17/2018",38,1135,2
"2189","8/25/2021","Monmouth","NJ",2021,237,"7/18/2021","7/17/2018",38,1135,2
"2190","8/25/2021","Morris","NJ",2021,237,"7/18/2021","7/17/2018",38,1135,3
"2191","8/25/2021","Salem","NJ",2021,237,"7/18/2021","7/17/2018",38,1135,1
"2192","8/25/2021","Somerset","NJ",2021,237,"7/18/2021","7/17/2018",38,1135,1
"2193","8/26/2021","Burlington","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,1
"2194","8/26/2021","Essex","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,5
"2195","8/26/2021","Hudson","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,1
"2196","8/26/2021","Mercer","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,1
"2197","8/26/2021","Middlesex","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,2
"2198","8/26/2021","Monmouth","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,1
"2199","8/26/2021","Morris","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,4
"2200","8/26/2021","Somerset","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,2
"2201","8/26/2021","Sussex","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,1
"2202","8/26/2021","Union","NJ",2021,238,"7/18/2021","7/17/2018",39,1136,3
"2203","8/27/2021","Essex","NJ",2021,239,"7/18/2021","7/17/2018",40,1137,1
"2204","8/27/2021","Hudson","NJ",2021,239,"7/18/2021","7/17/2018",40,1137,1
"2205","8/27/2021","Mercer","NJ",2021,239,"7/18/2021","7/17/2018",40,1137,7
"2206","8/27/2021","Middlesex","NJ",2021,239,"7/18/2021","7/17/2018",40,1137,1
"2207","8/27/2021","Monmouth","NJ",2021,239,"7/18/2021","7/17/2018",40,1137,1
"2208","8/27/2021","Morris","NJ",2021,239,"7/18/2021","7/17/2018",40,1137,4
"2209","8/27/2021","Union","NJ",2021,239,"7/18/2021","7/17/2018",40,1137,2
"2210","11/2/2017","Lehigh","PA",2017,306,"11/7/2017","9/22/2014",-5,1137,1
"2211","8/28/2021","Camden","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,2
"2212","8/28/2021","Essex","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,1
"2213","8/28/2021","Gloucester","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,1
"2214","8/28/2021","Hudson","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,1
"2215","8/28/2021","Mercer","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,15
"2216","8/28/2021","Middlesex","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,3
"2217","8/28/2021","Morris","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,8
"2218","8/28/2021","Ocean","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,1
"2219","8/28/2021","Passaic","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,1
"2220","8/28/2021","Somerset","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,4
"2221","8/28/2021","Sussex","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,1
"2222","8/28/2021","Union","NJ",2021,240,"7/18/2021","7/17/2018",41,1138,3
"2223","11/3/2017","Berks","PA",2017,307,"11/7/2017","9/22/2014",-4,1138,1
"2224","8/29/2021","Burlington","NJ",2021,241,"7/18/2021","7/17/2018",42,1139,2
"2225","8/29/2021","Essex","NJ",2021,241,"7/18/2021","7/17/2018",42,1139,1
"2226","8/29/2021","Mercer","NJ",2021,241,"7/18/2021","7/17/2018",42,1139,3
"2227","8/29/2021","Middlesex","NJ",2021,241,"7/18/2021","7/17/2018",42,1139,6
"2228","8/29/2021","Morris","NJ",2021,241,"7/18/2021","7/17/2018",42,1139,1
"2229","8/29/2021","Sussex","NJ",2021,241,"7/18/2021","7/17/2018",42,1139,1
"2230","8/29/2021","Union","NJ",2021,241,"7/18/2021","7/17/2018",42,1139,1
"2231","8/30/2021","Essex","NJ",2021,242,"7/18/2021","7/17/2018",43,1140,2
"2232","8/30/2021","Mercer","NJ",2021,242,"7/18/2021","7/17/2018",43,1140,4
"2233","8/30/2021","Middlesex","NJ",2021,242,"7/18/2021","7/17/2018",43,1140,5
"2234","8/31/2021","Essex","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,1
"2235","8/31/2021","Hunterdon","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,1
"2236","8/31/2021","Mercer","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,4
"2237","8/31/2021","Middlesex","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,4
"2238","8/31/2021","Monmouth","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,1
"2239","8/31/2021","Morris","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,2
"2240","8/31/2021","Ocean","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,2
"2241","8/31/2021","Somerset","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,1
"2242","8/31/2021","Sussex","NJ",2021,243,"7/18/2021","7/17/2018",44,1141,2
"2243","9/1/2021","Essex","NJ",2021,244,"7/18/2021","7/17/2018",45,1142,1
"2244","9/1/2021","Mercer","NJ",2021,244,"7/18/2021","7/17/2018",45,1142,1
"2245","9/1/2021","Middlesex","NJ",2021,244,"7/18/2021","7/17/2018",45,1142,2
"2246","9/1/2021","Morris","NJ",2021,244,"7/18/2021","7/17/2018",45,1142,1
"2247","9/2/2021","Mercer","NJ",2021,245,"7/18/2021","7/17/2018",46,1143,1
"2248","9/2/2021","Middlesex","NJ",2021,245,"7/18/2021","7/17/2018",46,1143,1
"2249","9/2/2021","Monmouth","NJ",2021,245,"7/18/2021","7/17/2018",46,1143,2
"2250","9/2/2021","Morris","NJ",2021,245,"7/18/2021","7/17/2018",46,1143,1
"2251","9/2/2021","Union","NJ",2021,245,"7/18/2021","7/17/2018",46,1143,2
"2252","9/3/2021","Essex","NJ",2021,246,"7/18/2021","7/17/2018",47,1144,1
"2253","9/3/2021","Gloucester","NJ",2021,246,"7/18/2021","7/17/2018",47,1144,1
"2254","9/3/2021","Hudson","NJ",2021,246,"7/18/2021","7/17/2018",47,1144,3
"2255","9/3/2021","Mercer","NJ",2021,246,"7/18/2021","7/17/2018",47,1144,2
"2256","9/3/2021","Middlesex","NJ",2021,246,"7/18/2021","7/17/2018",47,1144,1
"2257","9/3/2021","Morris","NJ",2021,246,"7/18/2021","7/17/2018",47,1144,2
"2258","9/4/2021","Atlantic","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,2
"2259","9/4/2021","Bergen","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,1
"2260","9/4/2021","Hudson","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,1
"2261","9/4/2021","Mercer","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,2
"2262","9/4/2021","Middlesex","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,3
"2263","9/4/2021","Morris","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,2
"2264","9/4/2021","Ocean","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,2
"2265","9/4/2021","Passaic","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,1
"2266","9/4/2021","Somerset","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,1
"2267","9/4/2021","Union","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,1
"2268","9/4/2021","Warren","NJ",2021,247,"7/18/2021","7/17/2018",48,1145,1
"2269","11/10/2017","Montgomery","PA",2017,314,"11/7/2017","9/22/2014",3,1145,1
"2270","9/5/2021","Burlington","NJ",2021,248,"7/18/2021","7/17/2018",49,1146,2
"2271","9/5/2021","Camden","NJ",2021,248,"7/18/2021","7/17/2018",49,1146,5
"2272","9/5/2021","Essex","NJ",2021,248,"7/18/2021","7/17/2018",49,1146,1
"2273","9/5/2021","Somerset","NJ",2021,248,"7/18/2021","7/17/2018",49,1146,2
"2274","9/5/2021","Warren","NJ",2021,248,"7/18/2021","7/17/2018",49,1146,1
"2275","9/6/2021","Essex","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,3
"2276","9/6/2021","Hudson","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,3
"2277","9/6/2021","Mercer","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,4
"2278","9/6/2021","Middlesex","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,1
"2279","9/6/2021","Morris","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,4
"2280","9/6/2021","Ocean","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,1
"2281","9/6/2021","Passaic","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,1
"2282","9/6/2021","Somerset","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,1
"2283","9/6/2021","Union","NJ",2021,249,"7/18/2021","7/17/2018",50,1147,1
"2284","9/7/2021","Atlantic","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,1
"2285","9/7/2021","Camden","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,1
"2286","9/7/2021","Essex","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,2
"2287","9/7/2021","Hudson","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,2
"2288","9/7/2021","Mercer","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,3
"2289","9/7/2021","Middlesex","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,3
"2290","9/7/2021","Morris","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,1
"2291","9/7/2021","Ocean","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,1
"2292","9/7/2021","Passaic","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,1
"2293","9/7/2021","Union","NJ",2021,250,"7/18/2021","7/17/2018",51,1148,2
"2294","9/8/2021","Bergen","NJ",2021,251,"7/18/2021","7/17/2018",52,1149,1
"2295","9/8/2021","Burlington","NJ",2021,251,"7/18/2021","7/17/2018",52,1149,2
"2296","9/8/2021","Essex","NJ",2021,251,"7/18/2021","7/17/2018",52,1149,1
"2297","9/8/2021","Hudson","NJ",2021,251,"7/18/2021","7/17/2018",52,1149,1
"2298","9/8/2021","Mercer","NJ",2021,251,"7/18/2021","7/17/2018",52,1149,1
"2299","9/8/2021","Morris","NJ",2021,251,"7/18/2021","7/17/2018",52,1149,2
"2300","9/8/2021","Somerset","NJ",2021,251,"7/18/2021","7/17/2018",52,1149,1
"2301","9/9/2021","Essex","NJ",2021,252,"7/18/2021","7/17/2018",53,1150,1
"2302","9/9/2021","Mercer","NJ",2021,252,"7/18/2021","7/17/2018",53,1150,1
"2303","9/9/2021","Middlesex","NJ",2021,252,"7/18/2021","7/17/2018",53,1150,2
"2304","9/9/2021","Morris","NJ",2021,252,"7/18/2021","7/17/2018",53,1150,1
"2305","9/9/2021","Ocean","NJ",2021,252,"7/18/2021","7/17/2018",53,1150,1
"2306","9/9/2021","Union","NJ",2021,252,"7/18/2021","7/17/2018",53,1150,1
"2307","9/10/2021","Atlantic","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,2
"2308","9/10/2021","Burlington","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,2
"2309","9/10/2021","Essex","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,1
"2310","9/10/2021","Hudson","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,1
"2311","9/10/2021","Mercer","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,2
"2312","9/10/2021","Middlesex","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,1
"2313","9/10/2021","Monmouth","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,2
"2314","9/10/2021","Morris","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,14
"2315","9/10/2021","Ocean","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,1
"2316","9/10/2021","Somerset","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,1
"2317","9/10/2021","Union","NJ",2021,253,"7/18/2021","7/17/2018",54,1151,1
"2318","9/11/2021","Bergen","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,3
"2319","9/11/2021","Burlington","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,2
"2320","9/11/2021","Cumberland","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,1
"2321","9/11/2021","Essex","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,13
"2322","9/11/2021","Hudson","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,3
"2323","9/11/2021","Mercer","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,1
"2324","9/11/2021","Middlesex","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,5
"2325","9/11/2021","Monmouth","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,5
"2326","9/11/2021","Morris","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,2
"2327","9/11/2021","Ocean","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,1
"2328","9/11/2021","Passaic","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,1
"2329","9/11/2021","Somerset","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,1
"2330","9/11/2021","Union","NJ",2021,254,"7/18/2021","7/17/2018",55,1152,1
"2331","11/17/2017","Chester","PA",2017,321,"11/7/2017","9/22/2014",10,1152,1
"2332","9/12/2021","Camden","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,2
"2333","9/12/2021","Essex","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,3
"2334","9/12/2021","Hudson","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,2
"2335","9/12/2021","Hunterdon","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,1
"2336","9/12/2021","Mercer","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,2
"2337","9/12/2021","Middlesex","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,2
"2338","9/12/2021","Monmouth","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,1
"2339","9/12/2021","Morris","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,9
"2340","9/12/2021","Somerset","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,6
"2341","9/12/2021","Union","NJ",2021,255,"7/18/2021","7/17/2018",56,1153,2
"2342","9/13/2021","Essex","NJ",2021,256,"7/18/2021","7/17/2018",57,1154,2
"2343","9/13/2021","Hudson","NJ",2021,256,"7/18/2021","7/17/2018",57,1154,1
"2344","9/13/2021","Middlesex","NJ",2021,256,"7/18/2021","7/17/2018",57,1154,9
"2345","9/13/2021","Monmouth","NJ",2021,256,"7/18/2021","7/17/2018",57,1154,1
"2346","9/13/2021","Morris","NJ",2021,256,"7/18/2021","7/17/2018",57,1154,24
"2347","9/13/2021","Sussex","NJ",2021,256,"7/18/2021","7/17/2018",57,1154,1
"2348","9/14/2021","Bergen","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,1
"2349","9/14/2021","Burlington","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,2
"2350","9/14/2021","Cape May","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,1
"2351","9/14/2021","Essex","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,4
"2352","9/14/2021","Gloucester","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,2
"2353","9/14/2021","Hudson","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,1
"2354","9/14/2021","Mercer","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,3
"2355","9/14/2021","Middlesex","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,5
"2356","9/14/2021","Monmouth","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,6
"2357","9/14/2021","Morris","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,9
"2358","9/14/2021","Ocean","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,1
"2359","9/14/2021","Passaic","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,1
"2360","9/14/2021","Union","NJ",2021,257,"7/18/2021","7/17/2018",58,1155,2
